userId,movieId,rating,datetime
312,380,4.0,1996-04-03
312,54,3.0,1996-04-03
312,48,4.0,1996-04-03
312,47,4.0,1996-04-03
312,277,4.0,1996-04-03
312,292,5.0,1996-04-03
312,300,3.0,1996-04-03
312,60,2.0,1996-04-03
312,316,4.0,1996-04-03
312,318,5.0,1996-04-03
312,329,4.0,1996-04-03
312,333,5.0,1996-04-03
312,338,4.0,1996-04-03
312,421,3.0,1996-04-03
312,248,4.0,1996-04-03
312,317,4.0,1996-04-03
312,340,4.0,1996-04-03
312,62,4.0,1996-04-03
312,150,5.0,1996-04-03
312,243,1.0,1996-04-03
312,231,5.0,1996-04-03
312,216,4.0,1996-04-03
312,185,5.0,1996-04-03
312,179,3.0,1996-04-03
312,169,1.0,1996-04-03
312,110,5.0,1996-04-03
312,168,5.0,1996-04-03
312,161,5.0,1996-04-03
312,160,2.0,1996-04-03
312,261,4.0,1996-04-03
312,266,4.0,1996-04-03
312,274,2.0,1996-04-03
312,153,4.0,1996-04-03
312,165,4.0,1996-04-03
312,344,4.0,1996-04-03
312,339,5.0,1996-04-03
312,252,4.0,1996-04-03
312,39,4.0,1996-04-03
312,34,5.0,1996-04-03
312,349,5.0,1996-04-03
312,595,3.0,1996-04-03
312,592,4.0,1996-04-03
312,19,4.0,1996-04-03
312,588,4.0,1996-04-03
312,468,4.0,1996-04-03
312,437,3.0,1996-04-03
312,435,4.0,1996-04-03
312,590,4.0,1996-04-03
390,296,4.0,1996-04-06
390,595,4.0,1996-04-06
390,592,4.0,1996-04-06
390,21,4.0,1996-04-06
390,344,4.0,1996-04-06
390,318,5.0,1996-04-06
390,273,4.0,1996-04-06
390,17,5.0,1996-04-06
390,231,1.0,1996-04-06
390,10,4.0,1996-04-06
390,28,5.0,1996-04-06
390,34,5.0,1996-04-06
390,150,5.0,1996-04-06
390,153,4.0,1996-04-06
390,253,5.0,1996-04-06
390,588,5.0,1996-04-06
390,193,2.0,1996-04-06
653,85,5.0,1996-04-09
653,159,4.0,1996-04-09
653,172,1.0,1996-04-09
653,592,4.0,1996-04-09
653,434,3.0,1996-04-09
653,348,5.0,1996-04-09
653,231,5.0,1996-04-09
653,288,5.0,1996-04-09
653,151,5.0,1996-04-09
653,10,4.0,1996-04-09
653,21,5.0,1996-04-09
653,344,4.0,1996-04-09
653,342,5.0,1996-04-09
653,327,2.0,1996-04-09
653,32,2.0,1996-04-09
653,39,5.0,1996-04-09
653,47,5.0,1996-04-09
653,50,4.0,1996-04-09
653,14,4.0,1996-04-09
653,318,4.0,1996-04-09
653,236,1.0,1996-04-09
653,296,5.0,1996-04-09
245,50,5.0,1996-04-23
245,57,3.0,1996-04-23
245,62,5.0,1996-04-23
245,94,4.0,1996-04-23
245,105,4.0,1996-04-23
370,296,3.0,1996-04-23
245,122,5.0,1996-04-23
245,141,5.0,1996-04-23
245,144,5.0,1996-04-23
245,150,5.0,1996-04-23
245,153,3.0,1996-04-23
245,159,4.0,1996-04-23
245,161,4.0,1996-04-23
245,182,4.0,1996-04-23
245,185,3.0,1996-04-23
245,47,4.0,1996-04-23
245,45,5.0,1996-04-23
245,39,4.0,1996-04-23
245,36,5.0,1996-04-23
245,608,4.0,1996-04-23
245,595,5.0,1996-04-23
245,590,5.0,1996-04-23
245,588,4.0,1996-04-23
245,555,3.0,1996-04-23
245,477,5.0,1996-04-23
370,150,5.0,1996-04-23
245,186,4.0,1996-04-23
245,468,2.0,1996-04-23
245,417,4.0,1996-04-23
245,413,1.0,1996-04-23
245,381,3.0,1996-04-23
245,380,4.0,1996-04-23
245,11,5.0,1996-04-23
245,21,4.0,1996-04-23
245,34,4.0,1996-04-23
245,452,3.0,1996-04-23
245,195,4.0,1996-04-23
245,22,4.0,1996-04-23
245,207,3.0,1996-04-23
370,380,4.0,1996-04-23
245,205,3.0,1996-04-23
245,337,4.0,1996-04-23
245,339,5.0,1996-04-23
245,340,3.0,1996-04-23
245,342,4.0,1996-04-23
245,344,2.0,1996-04-23
245,349,4.0,1996-04-23
245,318,5.0,1996-04-23
245,305,1.0,1996-04-23
245,304,4.0,1996-04-23
245,300,4.0,1996-04-23
245,271,4.0,1996-04-23
245,266,3.0,1996-04-23
245,296,5.0,1996-04-23
245,237,1.0,1996-04-23
245,218,2.0,1996-04-23
245,261,4.0,1996-04-23
245,222,4.0,1996-04-23
245,257,3.0,1996-04-23
245,256,3.0,1996-04-23
245,253,2.0,1996-04-23
370,590,5.0,1996-04-23
245,246,5.0,1996-04-23
245,225,3.0,1996-04-23
370,592,4.0,1996-04-23
245,230,2.0,1996-04-23
370,110,2.0,1996-04-24
370,95,5.0,1996-04-24
370,47,5.0,1996-04-24
370,11,4.0,1996-04-24
370,32,5.0,1996-04-24
370,10,4.0,1996-04-24
370,21,4.0,1996-04-24
370,434,4.0,1996-04-24
370,349,5.0,1996-04-24
370,17,5.0,1996-04-24
370,432,5.0,1996-04-24
370,39,3.0,1996-04-24
370,153,4.0,1996-04-24
370,410,3.0,1996-04-24
370,161,5.0,1996-04-24
370,344,3.0,1996-04-24
370,165,4.0,1996-04-24
370,339,5.0,1996-04-24
370,185,5.0,1996-04-24
370,318,3.0,1996-04-24
370,208,3.0,1996-04-24
370,225,4.0,1996-04-24
370,231,2.0,1996-04-24
370,317,3.0,1996-04-24
370,160,5.0,1996-04-24
370,288,3.0,1996-04-24
370,292,5.0,1996-04-24
370,300,3.0,1996-04-24
370,316,5.0,1996-04-24
613,153,1.0,1996-04-28
613,34,5.0,1996-04-28
613,165,3.0,1996-04-28
613,150,4.0,1996-04-28
613,172,3.0,1996-04-28
613,256,4.0,1996-04-28
613,185,2.0,1996-04-28
613,225,3.0,1996-04-28
613,252,4.0,1996-04-28
613,272,3.0,1996-04-28
613,590,1.0,1996-04-28
613,261,4.0,1996-04-28
613,173,2.0,1996-04-28
613,281,3.0,1996-04-28
613,316,4.0,1996-04-28
613,292,5.0,1996-04-28
613,592,2.0,1996-04-28
613,452,4.0,1996-04-28
613,435,2.0,1996-04-28
613,289,4.0,1996-04-28
613,432,1.0,1996-04-28
613,380,3.0,1996-04-28
613,434,1.0,1996-04-28
613,344,1.0,1996-04-28
613,339,3.0,1996-04-28
613,329,2.0,1996-04-28
613,317,2.0,1996-04-28
613,296,4.0,1996-04-28
613,349,4.0,1996-04-28
613,595,4.0,1996-04-28
408,416,3.0,1996-05-09
408,415,3.0,1996-05-09
408,427,3.0,1996-05-09
408,431,3.0,1996-05-09
408,420,4.0,1996-05-09
408,413,2.0,1996-05-09
408,432,3.0,1996-05-09
408,435,4.0,1996-05-09
408,383,3.0,1996-05-09
408,266,3.0,1996-05-09
408,260,4.0,1996-05-09
408,234,3.0,1996-05-09
408,225,5.0,1996-05-09
408,206,1.0,1996-05-09
408,199,5.0,1996-05-09
408,196,4.0,1996-05-09
408,273,3.0,1996-05-09
408,10,5.0,1996-05-09
408,71,4.0,1996-05-09
408,79,4.0,1996-05-09
408,111,3.0,1996-05-09
408,132,3.0,1996-05-09
408,150,5.0,1996-05-09
408,153,4.0,1996-05-09
408,161,5.0,1996-05-09
408,20,3.0,1996-05-09
408,410,3.0,1996-05-09
408,276,2.0,1996-05-09
408,280,5.0,1996-05-09
408,380,5.0,1996-05-09
408,367,3.0,1996-05-09
408,354,4.0,1996-05-09
408,353,3.0,1996-05-09
408,350,4.0,1996-05-09
408,349,4.0,1996-05-09
408,344,5.0,1996-05-09
408,277,2.0,1996-05-09
408,329,4.0,1996-05-09
408,316,3.0,1996-05-09
408,315,5.0,1996-05-09
408,300,4.0,1996-05-09
408,296,4.0,1996-05-09
408,292,5.0,1996-05-09
408,288,3.0,1996-05-09
408,434,4.0,1996-05-09
408,318,4.0,1996-05-09
408,173,3.0,1996-05-09
408,185,3.0,1996-05-09
408,553,5.0,1996-05-09
408,590,5.0,1996-05-09
408,588,1.0,1996-05-09
408,575,3.0,1996-05-09
408,554,4.0,1996-05-09
408,528,3.0,1996-05-09
408,494,2.0,1996-05-09
408,592,4.0,1996-05-09
408,471,4.0,1996-05-09
408,454,4.0,1996-05-09
408,442,5.0,1996-05-09
408,437,1.0,1996-05-09
408,457,4.0,1996-05-09
408,593,3.0,1996-05-09
307,36,3.0,1996-05-12
307,469,3.0,1996-05-12
307,588,3.0,1996-05-12
307,592,3.0,1996-05-12
307,26,3.0,1996-05-12
307,468,3.0,1996-05-12
307,454,3.0,1996-05-12
307,434,1.0,1996-05-12
307,593,4.0,1996-05-12
307,364,3.0,1996-05-12
307,353,3.0,1996-05-12
307,306,5.0,1996-05-12
307,6,5.0,1996-05-12
307,288,3.0,1996-05-12
307,214,5.0,1996-05-12
307,318,3.0,1996-05-12
307,47,3.0,1996-05-12
307,58,4.0,1996-05-12
307,296,4.0,1996-05-12
307,307,4.0,1996-05-12
307,111,5.0,1996-05-12
307,175,4.0,1996-05-12
307,193,1.0,1996-05-12
31,349,4.0,1996-05-18
31,318,5.0,1996-05-18
31,1,4.0,1996-05-18
31,2,4.0,1996-05-18
31,344,3.0,1996-05-18
31,348,4.0,1996-05-18
31,588,4.0,1996-05-18
31,6,4.0,1996-05-18
31,457,4.0,1996-05-18
31,468,4.0,1996-05-18
31,595,3.0,1996-05-18
31,593,4.0,1996-05-18
31,592,4.0,1996-05-18
31,590,4.0,1996-05-18
31,380,3.0,1996-05-18
31,11,4.0,1996-05-18
31,16,4.0,1996-05-18
31,17,5.0,1996-05-18
31,317,4.0,1996-05-18
31,316,3.0,1996-05-18
31,300,3.0,1996-05-18
31,296,3.0,1996-05-18
31,288,4.0,1996-05-18
31,282,4.0,1996-05-18
31,272,3.0,1996-05-18
31,266,4.0,1996-05-18
31,261,5.0,1996-05-18
31,253,4.0,1996-05-18
31,235,3.0,1996-05-18
31,230,4.0,1996-05-18
31,329,4.0,1996-05-18
31,208,4.0,1996-05-18
31,165,4.0,1996-05-18
31,337,4.0,1996-05-18
31,153,4.0,1996-05-18
31,151,5.0,1996-05-18
31,150,4.0,1996-05-18
31,141,4.0,1996-05-18
31,111,4.0,1996-05-18
31,110,5.0,1996-05-18
31,105,4.0,1996-05-18
31,62,5.0,1996-05-18
31,36,4.0,1996-05-18
31,21,4.0,1996-05-18
31,185,3.0,1996-05-18
31,161,3.0,1996-05-18
31,553,3.0,1996-05-18
221,288,5.0,1996-05-20
221,296,5.0,1996-05-20
221,300,2.0,1996-05-20
129,1,3.0,1996-05-20
129,10,3.0,1996-05-20
129,17,5.0,1996-05-20
129,21,3.0,1996-05-20
129,34,4.0,1996-05-20
129,47,2.0,1996-05-20
129,50,5.0,1996-05-20
129,111,3.0,1996-05-20
129,150,3.0,1996-05-20
129,161,2.0,1996-05-20
129,185,3.0,1996-05-20
221,292,4.0,1996-05-20
129,186,3.0,1996-05-20
129,225,3.0,1996-05-20
129,236,2.0,1996-05-20
129,256,3.0,1996-05-20
129,261,2.0,1996-05-20
129,282,2.0,1996-05-20
129,288,3.0,1996-05-20
129,296,2.0,1996-05-20
129,593,5.0,1996-05-20
129,592,1.0,1996-05-20
129,590,3.0,1996-05-20
129,457,4.0,1996-05-20
129,410,2.0,1996-05-20
129,349,3.0,1996-05-20
129,208,1.0,1996-05-20
221,290,5.0,1996-05-20
129,380,1.0,1996-05-20
221,111,5.0,1996-05-20
221,337,4.0,1996-05-20
221,21,4.0,1996-05-20
221,665,5.0,1996-05-20
221,32,5.0,1996-05-20
221,353,5.0,1996-05-20
221,47,5.0,1996-05-20
221,50,5.0,1996-05-20
221,110,5.0,1996-05-20
221,420,3.0,1996-05-20
221,10,5.0,1996-05-20
221,595,4.0,1996-05-20
221,434,1.0,1996-05-20
221,457,5.0,1996-05-20
221,555,5.0,1996-05-20
221,590,3.0,1996-05-20
221,593,5.0,1996-05-20
221,165,5.0,1996-05-20
221,196,3.0,1996-05-20
221,198,5.0,1996-05-20
221,236,3.0,1996-05-20
221,592,5.0,1996-05-20
221,153,4.0,1996-05-20
221,319,5.0,1996-05-20
551,150,4.0,1996-05-26
660,40,4.0,1996-05-26
551,48,3.0,1996-05-26
551,44,5.0,1996-05-26
660,41,5.0,1996-05-26
660,47,2.0,1996-05-26
660,50,5.0,1996-05-26
660,110,5.0,1996-05-26
660,144,4.0,1996-05-26
660,150,3.0,1996-05-26
660,246,5.0,1996-05-26
660,280,3.0,1996-05-26
660,301,4.0,1996-05-26
660,318,4.0,1996-05-26
660,334,4.0,1996-05-26
660,356,4.0,1996-05-26
551,95,5.0,1996-05-26
551,151,5.0,1996-05-26
551,413,5.0,1996-05-26
551,432,4.0,1996-05-26
551,410,3.0,1996-05-26
551,435,3.0,1996-05-26
551,380,5.0,1996-05-26
551,364,4.0,1996-05-26
551,349,4.0,1996-05-26
551,339,4.0,1996-05-26
551,494,4.0,1996-05-26
551,551,4.0,1996-05-26
551,338,5.0,1996-05-26
551,329,4.0,1996-05-26
551,317,4.0,1996-05-26
551,257,4.0,1996-05-26
551,588,2.0,1996-05-26
551,234,4.0,1996-05-26
551,227,4.0,1996-05-26
551,208,4.0,1996-05-26
551,185,5.0,1996-05-26
551,39,5.0,1996-05-26
551,161,4.0,1996-05-26
551,160,5.0,1996-05-26
551,158,3.0,1996-05-26
551,592,4.0,1996-05-26
551,595,3.0,1996-05-26
551,153,3.0,1996-05-26
551,169,3.0,1996-05-26
